state,hours
FL,40
FL,36
FL,12
FL,40
FL,65
FL,40
FL,40
FL,30
FL,10
FL,8
FL,50
FL,50
FL,40
FL,40
FL,40
FL,40
FL,40
FL,40
FL,50
FL,40
FL,40
FL,40
FL,40
FL,40
FL,40
FL,40
FL,40
FL,40
FL,40
FL,60
FL,40
FL,40
FL,40
FL,40
FL,32
FL,80
FL,40
FL,40
FL,40
FL,60
FL,40
FL,40
FL,38
FL,40
FL,40
FL,24
FL,16
FL,40
FL,40
FL,40
FL,47
FL,40
FL,40
FL,25
FL,40
FL,40
FL,40
FL,40
FL,20
FL,60
FL,40
FL,40
FL,40
FL,40
FL,40
FL,40
FL,50
FL,60
FL,40
FL,25
FL,40
FL,30
FL,10
FL,30
FL,40
FL,38
FL,38
FL,30
FL,15
FL,40
FL,40
FL,45
FL,40
FL,40
FL,40
FL,20
FL,40
FL,40
FL,35
FL,35
HI,40
HI,40
HI,40
HI,20
HI,40
HI,40
HI,40
HI,40
HI,28
HI,40
HI,40
HI,40
HI,25
HI,2
HI,30
HI,40
HI,40
HI,40
HI,40
HI,40
HI,40
HI,40
HI,32
HI,40
HI,50
HI,40
HI,40
HI,20
HI,40
HI,40
HI,40
HI,40
HI,40
HI,40
HI,40
HI,40
HI,40
HI,40
HI,40
HI,40
HI,45
HI,25
HI,40
HI,20
HI,40
HI,36
HI,50
HI,20
HI,40
HI,40
HI,40
HI,50
HI,40
HI,40
HI,60
NV,40
NV,40
NV,36
NV,40
NV,40
NV,32
NV,40
NV,55
NV,40
NV,32
NV,40
NV,40
NV,12
NV,40
NV,40
NV,40
NV,40
NV,40
NV,40
NV,40
NV,40
NV,40
NV,35
NV,45
NV,40
NV,45
NV,30
NV,5
NV,16
NV,40
NV,60
NV,60
NV,40
NV,40
NV,45
NV,40
NV,40
NV,40
NV,40
NV,50
NV,50
NV,60
NV,50
NV,40
NV,40
NV,40
NV,30
NV,90
NV,40
NV,40
NV,40
NV,36
NV,40
NV,40
NV,75
NV,40
NV,40
NV,40
NV,40
NV,40
AK,60
AK,16
AK,8
AK,40
AK,45
AK,36
AK,40
AK,40
AK,40
AK,36
AK,40
AK,4
AK,32
AK,40
AK,40
AK,45
AK,32
AK,40
AK,40
AK,50
AK,60
AK,40
AK,60
AK,20
AK,40
AK,80
AK,20
AK,40
AK,40
AK,32
AK,40
AK,55
AK,40
AK,50
AK,30
AK,40
AK,40
AK,20
AK,20
AK,20
AK,50
AK,45
AK,40
AK,40
AK,40
AK,40
AK,40
AK,40
AK,40
AK,40
AK,20
AK,40
AK,40
AK,32
CA,40
CA,60
CA,40
CA,40
CA,40
CA,40
CA,40
CA,70
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,20
CA,40
CA,40
CA,45
CA,40
CA,40
CA,45
CA,40
CA,40
CA,6
CA,40
CA,40
CA,40
CA,40
CA,40
CA,24
CA,40
CA,40
CA,40
CA,60
CA,40
CA,25
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,20
CA,25
CA,40
CA,40
CA,20
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,50
CA,40
CA,40
CA,30
CA,40
CA,40
CA,50
CA,40
CA,45
CA,35
CA,50
CA,50
CA,50
CA,40
CA,40
CA,24
CA,8
CA,20
CA,40
CA,20
CA,20
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,28
CA,40
CA,40
CA,35
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,30
CA,30
CA,45
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,60
CA,60
CA,65
CA,40
CA,30
CA,36
CA,6
CA,24
CA,40
CA,45
CA,6
CA,40
CA,40
CA,40
CA,40
CA,50
CA,40
CA,50
CA,40
CA,40
CA,60
CA,60
CA,80
CA,50
CA,40
CA,40
CA,40
CA,35
CA,40
CA,50
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,45
CA,40
CA,40
CA,40
CA,45
CA,77
CA,50
CA,40
CA,15
CA,40
CA,40
CA,55
CA,40
CA,40
CA,30
CA,40
CA,40
CA,12
CA,40
CA,45
CA,40
CA,40
CA,30
CA,40
CA,40
CA,40
CA,40
CA,30
CA,32
CA,40
CA,50
CA,50
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,25
CA,30
CA,45
CA,30
CA,45
CA,60
CA,40
CA,40
CA,40
CA,32
CA,20
CA,35
CA,40
CA,40
CA,40
CA,50
CA,40
CA,40
CA,35
CA,32
CA,35
CA,35
CA,40
CA,40
CA,7
CA,22
CA,40
CA,40
CA,40
CA,40
CA,40
CA,50
CA,40
CA,48
CA,50
CA,40
CA,20
CA,60
CA,40
CA,40
CA,40
CA,40
CA,72
CA,30
CA,20
CA,50
CA,20
CA,40
CA,20
CA,20
CA,25
CA,40
CA,40
CA,40
CA,40
CA,40
CA,32
CA,40
CA,40
CA,60
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,32
CA,40
CA,60
CA,45
CA,25
CA,40
CA,1
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,35
CA,40
CA,40
CA,40
CA,42
CA,40
CA,40
CA,50
CA,40
CA,40
CA,32
CA,50
CA,30
CA,40
CA,4
CA,40
CA,60
CA,40
CA,35
CA,40
CA,15
CA,40
CA,37
CA,40
CA,40
CA,40
CA,40
CA,40
CA,20
CA,50
CA,50
CA,40
CA,60
CA,40
CA,40
CA,50
CA,50
CA,40
CA,40
CA,40
CA,50
CA,50
CA,40
CA,40
CA,8
CA,48
CA,70
CA,40
CA,60
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,50
CA,40
CA,40
CA,20
CA,40
CA,36
CA,24
CA,36
CA,50
CA,60
CA,40
CA,40
CA,40
CA,36
CA,3
CA,2
CA,40
CA,35
CA,30
CA,30
CA,40
CA,40
CA,40
CA,40
CA,40
CA,70
CA,25
CA,40
CA,40
CA,40
CA,50
CA,37
CA,40
CA,40
CA,40
CA,40
CA,40
CA,60
CA,10
CA,40
CA,35
CA,60
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,80
CA,40
CA,10
CA,40
CA,40
CA,40
CA,40
CA,40
CA,36
CA,40
CA,40
CA,40
CA,40
CA,40
CA,20
CA,40
CA,32
CA,40
CA,40
CA,40
CA,38
CA,40
CA,65
CA,40
CA,50
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,16
CA,40
CA,40
CA,40
CA,45
CA,40
CA,40
CA,40
CA,40
CA,50
CA,40
CA,20
CA,40
CA,32
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,35
CA,40
CA,50
CA,32
CA,25
CA,40
CA,35
FL,40
FL,30
FL,40
FL,40
FL,30
FL,40
FL,40
FL,30
FL,40
FL,40
FL,30
FL,40
FL,40
FL,40
FL,40
FL,32
FL,70
FL,40
FL,40
FL,40
FL,40
FL,68
FL,15
FL,28
FL,35
FL,20
FL,15
FL,16
FL,40
FL,40
FL,40
FL,50
FL,40
FL,70
FL,10
FL,40
FL,40
FL,40
FL,15
FL,40
FL,25
FL,32
FL,35
FL,40
FL,40
FL,40
FL,40
FL,45
FL,35
FL,50
FL,80
FL,30
FL,45
FL,3
FL,40
FL,35
FL,40
FL,40
FL,40
FL,4
FL,25
FL,50
FL,40
FL,40
FL,40
FL,40
FL,45
FL,40
FL,35
FL,25
FL,25
FL,35
FL,40
FL,40
FL,40
FL,40
FL,12
FL,15
FL,40
FL,40
FL,40
FL,40
FL,20
FL,20
FL,50
FL,25
FL,15
FL,20
FL,40
FL,40
FL,40
FL,50
FL,40
FL,40
FL,40
FL,30
FL,40
FL,30
FL,40
FL,40
FL,40
FL,40
FL,40
FL,40
FL,50
FL,40
FL,20
FL,45
FL,40
FL,45
FL,40
FL,40
FL,40
FL,45
FL,40
FL,35
FL,40
FL,90
FL,37
FL,40
FL,35
FL,40
FL,40
FL,40
FL,40
FL,30
FL,40
FL,40
FL,38
FL,35
FL,40
FL,50
FL,9
FL,40
FL,22
FL,40
FL,40
FL,40
FL,40
FL,40
FL,45
FL,40
FL,40
FL,35
FL,40
FL,40
FL,55
FL,16
FL,40
FL,50
FL,40
FL,55
FL,40
FL,60
FL,40
FL,40
FL,40
FL,40
FL,40
FL,50
FL,45
FL,20
FL,40
FL,30
FL,10
FL,40
FL,40
FL,40
FL,40
FL,30
FL,40
FL,40
FL,40
FL,45
FL,30
FL,32
FL,40
FL,60
FL,40
FL,44
FL,30
FL,32
FL,15
FL,45
FL,40
FL,40
FL,40
FL,40
FL,40
FL,40
FL,40
FL,40
FL,40
FL,50
FL,40
FL,40
FL,40
FL,40
FL,20
FL,15
FL,25
FL,40
FL,40
FL,40
FL,40
FL,40
FL,30
FL,40
FL,40
FL,50
FL,50
FL,40
FL,40
FL,40
FL,40
FL,40
FL,40
FL,40
FL,40
FL,40
FL,40
FL,40
FL,40
FL,40
FL,30
FL,10
HI,60
HI,40
HI,40
HI,40
HI,40
HI,33
HI,40
HI,19
HI,40
HI,32
HI,40
HI,35
HI,40
HI,40
HI,40
HI,40
HI,24
HI,40
HI,35
HI,40
HI,80
HI,40
HI,35
HI,40
HI,40
HI,40
HI,40
HI,40
HI,35
HI,40
HI,40
HI,80
HI,20
HI,40
HI,40
HI,30
HI,40
HI,40
HI,40
HI,40
HI,40
HI,45
HI,40
HI,40
HI,40
HI,30
HI,48
HI,25
HI,32
HI,10
HI,30
HI,30
HI,40
HI,20
HI,40
HI,40
HI,40
HI,25
HI,40
NV,40
NV,40
NV,37
NV,12
NV,40
NV,40
NV,40
NV,50
NV,30
NV,40
NV,40
NV,40
NV,60
NV,45
NV,25
NV,30
NV,50
NV,40
NV,40
NV,40
NV,40
NV,58
NV,40
NV,40
NV,40
NV,15
NV,50
NV,40
NV,40
NV,40
NV,19
NV,40
NV,40
NV,40
NV,55
NV,40
NV,40
NV,40
NV,47
NV,40
NV,40
NV,40
NV,32
NV,36
NV,40
NV,40
NV,40
NV,40
NV,40
NV,30
NV,40
NV,40
NV,55
NV,40
NV,40
NV,25
NV,20
NV,25
NV,40
NV,40
NV,40
NV,35
NV,40
NV,40
NV,40
NV,30
NV,40
NV,40
NV,45
NV,40
NV,65
NV,40
NV,40
NV,40
NV,35
NV,40
AK,40
AK,40
AK,40
AK,60
AK,15
AK,55
AK,40
AK,70
AK,40
AK,40
AK,8
AK,40
AK,40
AK,40
AK,45
AK,40
AK,72
AK,40
AK,44
AK,40
AK,40
AK,20
AK,20
AK,40
AK,40
AK,40
AK,40
AK,65
AK,40
AK,40
AK,40
AK,40
AK,40
AK,40
AK,24
AK,30
AK,40
AK,84
AK,25
AK,45
AK,36
AK,40
AK,15
AK,35
AK,30
AK,10
AK,45
AK,45
AK,40
AK,60
CA,40
CA,40
CA,40
CA,15
CA,40
CA,50
CA,40
CA,27
CA,20
CA,30
CA,60
CA,35
CA,40
CA,32
CA,40
CA,40
CA,40
CA,40
CA,20
CA,40
CA,15
CA,60
CA,65
CA,40
CA,40
CA,40
CA,30
CA,40
CA,50
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,25
CA,32
CA,40
CA,25
CA,40
CA,45
CA,40
CA,40
CA,18
CA,20
CA,40
CA,40
CA,16
CA,20
CA,60
CA,54
CA,40
CA,40
CA,40
CA,40
CA,32
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,30
CA,40
CA,20
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,42
CA,42
CA,40
CA,35
CA,40
CA,40
CA,40
CA,40
CA,40
CA,50
CA,40
CA,40
CA,45
CA,40
CA,40
CA,20
CA,35
CA,40
CA,40
CA,40
CA,40
CA,40
CA,15
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,30
CA,40
CA,40
CA,20
CA,40
CA,32
CA,40
CA,40
CA,21
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,4
CA,20
CA,60
CA,40
CA,40
CA,15
CA,12
CA,40
CA,40
CA,40
CA,30
CA,40
CA,40
CA,40
CA,40
CA,21
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,36
CA,60
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,50
CA,40
CA,40
CA,60
CA,40
CA,40
CA,40
CA,40
CA,30
CA,26
CA,36
CA,40
CA,40
CA,55
CA,40
CA,30
CA,40
CA,40
CA,40
CA,34
CA,40
CA,30
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,60
CA,40
CA,40
CA,40
CA,50
CA,50
CA,40
CA,40
CA,40
CA,40
CA,50
CA,40
CA,40
CA,32
CA,60
CA,60
CA,60
CA,50
CA,50
CA,40
CA,40
CA,40
CA,10
CA,48
CA,40
CA,40
CA,46
CA,48
CA,40
CA,10
CA,50
CA,40
CA,40
CA,13
CA,40
CA,40
CA,40
CA,40
CA,20
CA,40
CA,40
CA,40
CA,12
CA,40
CA,40
CA,40
CA,40
CA,37
CA,40
CA,40
CA,40
CA,40
CA,30
CA,40
CA,40
CA,20
CA,10
CA,40
CA,35
CA,20
CA,40
CA,40
CA,36
CA,40
CA,40
CA,40
CA,40
CA,30
CA,35
CA,50
CA,30
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,5
CA,50
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,20
CA,25
CA,40
CA,40
CA,50
CA,40
CA,40
CA,40
CA,22
CA,24
CA,50
CA,35
CA,25
CA,40
CA,40
CA,50
CA,40
CA,40
CA,23
CA,40
CA,40
CA,40
CA,32
CA,40
CA,35
CA,40
CA,50
CA,45
CA,40
CA,40
CA,30
CA,40
CA,40
CA,60
CA,40
CA,40
CA,40
CA,20
CA,40
CA,40
CA,35
CA,40
CA,40
CA,40
CA,42
CA,45
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,30
CA,50
CA,40
CA,50
CA,40
CA,40
CA,35
CA,35
CA,45
CA,40
CA,50
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,16
CA,40
CA,40
CA,40
CA,60
CA,32
CA,40
CA,40
CA,40
CA,40
CA,40
CA,35
CA,35
CA,13
CA,40
CA,50
CA,40
CA,40
CA,40
CA,40
CA,35
CA,50
CA,40
CA,40
CA,40
CA,22
CA,40
CA,40
CA,40
CA,40
FL,30
FL,60
FL,40
FL,40
FL,25
FL,40
FL,60
FL,20
FL,40
FL,40
FL,40
FL,40
FL,40
FL,40
FL,40
FL,40
FL,20
FL,24
FL,20
FL,40
FL,40
FL,50
FL,40
FL,40
FL,40
FL,15
FL,36
FL,40
FL,50
FL,45
FL,40
FL,40
FL,4
FL,40
FL,40
FL,48
FL,40
FL,1
FL,30
FL,40
FL,35
FL,40
FL,75
FL,40
FL,40
FL,40
FL,40
FL,20
FL,30
FL,25
FL,30
FL,40
FL,40
FL,40
FL,40
FL,36
FL,40
FL,40
FL,10
FL,40
FL,40
FL,20
FL,36
FL,50
FL,40
FL,40
FL,50
FL,45
FL,80
FL,40
FL,25
FL,40
FL,40
FL,40
FL,40
FL,40
FL,40
FL,40
FL,40
FL,40
FL,40
FL,40
FL,24
FL,60
FL,40
FL,40
FL,40
FL,40
FL,40
FL,20
FL,40
FL,40
FL,40
FL,40
FL,40
FL,40
FL,40
FL,40
FL,60
FL,40
FL,40
FL,40
FL,40
FL,70
FL,40
FL,40
FL,40
FL,55
FL,40
FL,15
FL,25
FL,20
FL,30
FL,40
FL,40
FL,40
FL,40
FL,40
FL,40
FL,40
FL,45
FL,35
FL,40
FL,40
FL,40
FL,40
FL,15
FL,35
FL,40
FL,30
FL,50
FL,20
FL,40
FL,40
FL,50
FL,40
FL,45
FL,40
FL,40
FL,40
FL,40
FL,40
FL,50
FL,35
FL,60
FL,50
FL,50
FL,50
FL,30
FL,40
FL,40
FL,40
FL,50
FL,40
FL,40
FL,40
FL,40
FL,40
FL,28
FL,40
FL,35
FL,40
FL,40
FL,70
FL,40
FL,50
FL,25
FL,10
FL,40
FL,18
FL,40
FL,40
FL,40
FL,36
FL,20
FL,40
FL,40
FL,40
FL,40
FL,40
FL,40
FL,60
FL,40
FL,40
FL,55
FL,40
FL,55
FL,50
FL,25
FL,15
FL,45
FL,40
FL,40
FL,50
FL,40
FL,18
FL,40
FL,40
FL,40
FL,40
FL,40
FL,40
FL,40
FL,40
FL,40
FL,40
FL,30
FL,40
FL,40
FL,35
FL,40
FL,40
FL,40
FL,40
FL,20
FL,50
FL,40
FL,45
FL,8
FL,40
HI,40
HI,40
HI,24
HI,30
HI,40
HI,30
HI,40
HI,35
HI,40
HI,40
HI,40
HI,40
HI,32
HI,40
HI,40
HI,40
HI,40
HI,40
HI,40
HI,40
HI,40
HI,40
HI,40
HI,40
HI,17
HI,40
HI,40
HI,40
HI,40
HI,20
HI,60
HI,40
HI,40
HI,40
HI,40
HI,40
HI,40
HI,36
HI,32
HI,40
HI,40
HI,40
HI,40
HI,40
HI,40
HI,40
HI,40
HI,40
HI,24
NV,32
NV,40
NV,40
NV,40
NV,40
NV,40
NV,40
NV,40
NV,40
NV,40
NV,40
NV,40
NV,40
NV,40
NV,30
NV,30
NV,40
NV,40
NV,20
NV,45
NV,40
NV,40
NV,40
NV,36
NV,40
NV,40
NV,40
NV,40
NV,40
NV,40
NV,40
NV,35
NV,40
NV,40
NV,40
NV,40
NV,40
NV,40
NV,40
NV,35
NV,55
NV,40
NV,32
NV,40
NV,32
NV,40
NV,40
NV,25
NV,40
AK,50
AK,50
AK,25
AK,52
AK,30
AK,40
AK,40
AK,40
AK,45
AK,84
AK,40
AK,55
AK,40
AK,40
AK,40
AK,40
AK,20
AK,40
AK,40
AK,80
AK,80
AK,55
AK,50
AK,30
AK,40
AK,50
AK,38
AK,40
AK,40
AK,46
AK,40
AK,37
AK,40
AK,40
AK,40
AK,40
AK,40
AK,40
AK,40
AK,40
AK,40
AK,38
AK,30
AK,50
AK,40
AK,40
AK,40
AK,32
AK,40
AK,40
AK,50
AK,20
AK,40
AK,48
AK,40
AK,48
AK,10
AK,40
AK,40
AK,20
AK,40
AK,40
CA,40
CA,50
CA,40
CA,15
CA,40
CA,60
CA,40
CA,15
CA,32
CA,40
CA,50
CA,45
CA,99
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,50
CA,18
CA,40
CA,40
CA,40
CA,20
CA,40
CA,40
CA,40
CA,40
CA,36
CA,32
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,55
CA,40
CA,40
CA,40
CA,24
CA,32
CA,40
CA,50
CA,40
CA,40
CA,40
CA,40
CA,40
CA,25
CA,40
CA,40
CA,32
CA,40
CA,25
CA,30
CA,55
CA,40
CA,40
CA,5
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,60
CA,60
CA,40
CA,30
CA,60
CA,40
CA,40
CA,40
CA,40
CA,8
CA,40
CA,40
CA,16
CA,40
CA,46
CA,48
CA,40
CA,40
CA,55
CA,40
CA,40
CA,40
CA,40
CA,40
CA,50
CA,56
CA,40
CA,40
CA,40
CA,55
CA,40
CA,40
CA,45
CA,50
CA,40
CA,40
CA,40
CA,32
CA,40
CA,35
CA,50
CA,40
CA,40
CA,70
CA,40
CA,40
CA,40
CA,45
CA,50
CA,40
CA,30
CA,40
CA,18
CA,30
CA,30
CA,40
CA,25
CA,40
CA,36
CA,30
CA,45
CA,40
CA,40
CA,35
CA,40
CA,40
CA,24
CA,8
CA,30
CA,40
CA,40
CA,40
CA,40
CA,50
CA,40
CA,40
CA,40
CA,40
CA,30
CA,60
CA,40
CA,40
CA,40
CA,24
CA,40
CA,40
CA,40
CA,40
CA,25
CA,50
CA,20
CA,40
CA,50
CA,40
CA,15
CA,40
CA,40
CA,40
CA,45
CA,50
CA,50
CA,40
CA,35
CA,40
CA,40
CA,40
CA,40
CA,30
CA,40
CA,50
CA,40
CA,40
CA,40
CA,20
CA,40
CA,40
CA,50
CA,40
CA,40
CA,20
CA,40
CA,40
CA,40
CA,40
CA,25
CA,40
CA,40
CA,40
CA,35
CA,40
CA,40
CA,40
CA,40
CA,15
CA,40
CA,33
CA,40
CA,40
CA,40
CA,15
CA,40
CA,40
CA,20
CA,7
CA,40
CA,32
CA,40
CA,38
CA,40
CA,40
CA,40
CA,27
CA,40
CA,40
CA,32
CA,40
CA,35
CA,50
CA,40
CA,27
CA,40
CA,10
CA,40
CA,40
CA,42
CA,24
CA,40
CA,40
CA,40
CA,3
CA,40
CA,40
CA,12
CA,18
CA,50
CA,50
CA,35
CA,8
CA,30
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,28
CA,40
CA,20
CA,30
CA,40
CA,40
CA,40
CA,32
CA,40
CA,40
CA,40
CA,36
CA,40
CA,40
CA,25
CA,40
CA,24
CA,36
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,36
CA,40
CA,12
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,35
CA,40
CA,40
CA,40
CA,20
CA,40
CA,40
CA,13
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,32
CA,40
CA,50
CA,55
CA,40
CA,30
CA,40
CA,40
CA,20
CA,30
CA,50
CA,40
CA,20
CA,40
CA,55
CA,40
CA,50
CA,40
CA,40
CA,40
CA,40
CA,30
CA,40
CA,40
CA,40
CA,35
CA,40
CA,65
CA,46
CA,40
CA,40
FL,25
FL,30
FL,40
FL,40
FL,40
FL,40
FL,20
FL,40
FL,40
FL,20
FL,40
FL,40
FL,40
FL,70
FL,45
FL,40
FL,50
FL,40
FL,30
FL,40
FL,50
FL,80
FL,50
FL,40
FL,40
FL,40
FL,40
FL,40
FL,70
FL,40
FL,40
FL,20
FL,50
FL,40
FL,40
FL,40
FL,50
FL,10
FL,10
FL,10
FL,20
FL,40
FL,40
FL,40
FL,40
FL,40
FL,55
FL,40
FL,45
FL,40
FL,80
FL,32
FL,45
FL,40
FL,40
FL,40
FL,40
FL,40
FL,40
FL,50
FL,40
FL,40
FL,30
FL,20
FL,50
FL,40
FL,40
FL,40
FL,40
FL,25
FL,40
FL,40
FL,60
FL,30
FL,55
FL,28
FL,10
FL,40
FL,40
FL,50
FL,50
FL,40
FL,45
FL,40
FL,40
FL,75
FL,60
FL,50
FL,50
FL,40
FL,40
FL,40
FL,40
FL,40
FL,40
FL,40
FL,45
FL,40
FL,5
FL,50
FL,20
FL,20
FL,40
FL,40
FL,40
FL,40
FL,40
FL,40
FL,40
FL,20
FL,40
FL,40
FL,40
FL,36
FL,40
FL,28
FL,48
FL,40
FL,40
FL,40
FL,40
FL,40
FL,25
FL,50
FL,40
FL,40
FL,44
FL,40
FL,20
FL,30
FL,40
FL,35
FL,50
FL,40
FL,40
FL,40
FL,40
FL,40
FL,40
FL,40
FL,25
FL,40
FL,40
FL,40
FL,45
FL,35
FL,40
FL,25
FL,40
FL,40
FL,40
FL,40
FL,50
FL,24
FL,40
FL,40
FL,40
FL,50
FL,84
FL,40
FL,40
FL,40
FL,25
FL,40
FL,40
FL,40
FL,48
FL,65
FL,55
FL,30
FL,25
FL,40
FL,50
FL,60
FL,40
FL,40
FL,40
FL,40
FL,55
FL,17
FL,24
FL,30
FL,70
FL,45
FL,36
FL,40
FL,40
FL,45
FL,40
FL,40
FL,60
FL,99
FL,50
FL,25
FL,25
FL,40
FL,40
FL,40
FL,40
FL,40
FL,55
FL,50
FL,50
FL,30
FL,45
FL,40
FL,40
HI,40
HI,40
HI,40
HI,40
HI,40
HI,40
HI,40
HI,28
HI,44
HI,40
HI,40
HI,40
HI,40
HI,40
HI,40
HI,15
HI,30
HI,40
HI,40
HI,40
HI,36
HI,40
HI,20
HI,40
HI,40
HI,20
HI,55
HI,40
HI,40
HI,25
HI,32
HI,30
HI,35
HI,40
HI,40
HI,40
HI,40
HI,60
HI,40
HI,60
HI,40
HI,40
HI,30
HI,16
HI,15
HI,40
HI,40
HI,16
HI,12
NV,40
NV,40
NV,65
NV,45
NV,40
NV,40
NV,10
NV,45
NV,40
NV,35
NV,25
NV,40
NV,30
NV,40
NV,40
NV,40
NV,40
NV,52
NV,40
NV,40
NV,40
NV,40
NV,40
NV,30
NV,40
NV,50
NV,40
NV,40
NV,40
NV,40
NV,40
NV,40
NV,40
NV,40
NV,40
NV,40
NV,50
NV,50
NV,40
NV,40
NV,40
NV,40
NV,40
NV,45
NV,40
NV,45
NV,40
NV,40
NV,25
NV,40
NV,40
NV,70
NV,30
NV,50
NV,40
NV,40
NV,60
NV,40
NV,40
NV,40
NV,99
NV,40
NV,40
NV,36
NV,50
NV,36
NV,40
NV,40
NV,40
NV,40
NV,40
NV,40
NV,40
NV,40
NV,36
NV,40
NV,30
NV,29
NV,40
NV,40
NV,40
NV,40
NV,40
AK,60
AK,40
AK,15
AK,40
AK,36
AK,35
AK,30
AK,40
AK,40
AK,40
AK,16
AK,40
AK,40
AK,40
AK,40
AK,24
AK,60
AK,40
AK,40
AK,40
AK,40
AK,40
AK,60
AK,40
AK,20
AK,40
AK,40
AK,40
AK,60
AK,84
AK,84
AK,15
AK,40
AK,40
AK,40
AK,50
AK,40
AK,40
AK,20
AK,40
CA,40
CA,40
CA,40
CA,32
CA,26
CA,40
CA,40
CA,30
CA,40
CA,40
CA,40
CA,24
CA,45
CA,40
CA,40
CA,40
CA,15
CA,18
CA,5
CA,40
CA,40
CA,40
CA,40
CA,40
CA,17
CA,25
CA,40
CA,40
CA,8
CA,40
CA,40
CA,40
CA,20
CA,40
CA,50
CA,50
CA,20
CA,32
CA,50
CA,40
CA,60
CA,40
CA,36
CA,33
CA,35
CA,40
CA,40
CA,40
CA,40
CA,30
CA,30
CA,40
CA,40
CA,35
CA,40
CA,30
CA,40
CA,32
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,30
CA,40
CA,40
CA,40
CA,40
CA,72
CA,40
CA,40
CA,40
CA,20
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,20
CA,48
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,30
CA,50
CA,35
CA,99
CA,40
CA,44
CA,48
CA,23
CA,40
CA,35
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,20
CA,36
CA,40
CA,40
CA,40
CA,32
CA,32
CA,40
CA,45
CA,45
CA,30
CA,40
CA,43
CA,35
CA,40
CA,40
CA,32
CA,40
CA,50
CA,36
CA,55
CA,40
CA,60
CA,45
CA,32
CA,40
CA,50
CA,50
CA,70
CA,70
CA,40
CA,30
CA,40
CA,40
CA,20
CA,48
CA,40
CA,40
CA,40
CA,15
CA,45
CA,20
CA,40
CA,40
CA,30
CA,40
CA,45
CA,40
CA,40
CA,40
CA,40
CA,20
CA,4
CA,15
CA,65
CA,40
CA,40
CA,50
CA,40
CA,40
CA,40
CA,20
CA,40
CA,40
CA,40
CA,40
CA,55
CA,30
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,40
CA,17
CA,40
CA,29
CA,40
CA,30
CA,38
CA,40
CA,40
CA,40
CA,40
CA,25
CA,60
CA,50
CA,36
CA,40
CA,40
CA,32
